id,subzone,planning_area,venue_type,competitor_score,competitor_density,created_at,competitor_count,underserved_score,overall_score
5917,PANG SUA,SUNGEI KADUT,SCHOOL,61.19,unknown,2025-04-18 14:20:29.956067,,0.00,3.08
5918,PANG SUA,SUNGEI KADUT,VEHICLE,57.34,extremely low,2025-04-18 14:20:29.998381,1,0.00,0.0
5919,PANG SUA,SUNGEI KADUT,SPORTS_COMPLEX,57.79,unknown,2025-04-18 14:20:30.039995,,0.00,33.75
5920,SELETAR AEROSPACE PARK,SELETAR,ARTS,21.72,unknown,2025-04-18 14:20:30.078559,,0.00,33.75
5921,SELETAR AEROSPACE PARK,SELETAR,APPAREL,51.93,unknown,2025-04-18 14:20:30.113655,,0.00,6.92
5922,SELETAR AEROSPACE PARK,SELETAR,CAFE,60.43,unknown,2025-04-18 14:20:30.149839,,0.00,30.98
5923,SELETAR AEROSPACE PARK,SELETAR,CLUBS,59.82,unknown,2025-04-18 14:20:30.185329,,0.00,33.75
5924,SELETAR AEROSPACE PARK,SELETAR,DOCTOR,5.37,unknown,2025-04-18 14:20:30.226846,,0.00,6.92
5925,SELETAR AEROSPACE PARK,SELETAR,RESTAURANT,48.39,unknown,2025-04-18 14:20:30.265067,,0.00,3.11
5926,SELETAR AEROSPACE PARK,SELETAR,SHOPPING,86.51,unknown,2025-04-18 14:20:30.308073,,0.00,6.92
5927,SELETAR AEROSPACE PARK,SELETAR,PERSONAL_CARE,17.99,unknown,2025-04-18 14:20:30.354288,,0.00,6.92
5928,SELETAR AEROSPACE PARK,SELETAR,SCHOOL,74.94,unknown,2025-04-18 14:20:30.396215,,0.00,3.08
5929,SELETAR AEROSPACE PARK,SELETAR,VEHICLE,80.76,unknown,2025-04-18 14:20:30.448054,,0.00,6.92
5930,SELETAR AEROSPACE PARK,SELETAR,SPORTS_COMPLEX,57.83,unknown,2025-04-18 14:20:30.517245,,0.00,33.75
5931,JOO SENG,TOA PAYOH,ARTS,4.97,low,2025-04-18 14:20:30.594515,1,7.22,46.52
5932,JOO SENG,TOA PAYOH,APPAREL,33.51,unknown,2025-04-18 14:20:30.720417,,14.45,26.77
5933,JOO SENG,TOA PAYOH,CAFE,17.98,high,2025-04-18 14:20:30.757818,4,2.89,37.84
5934,JOO SENG,TOA PAYOH,CLUBS,95.61,unknown,2025-04-18 14:20:30.794002,,14.45,38.81
5935,JOO SENG,TOA PAYOH,DOCTOR,55.27,extremely high,2025-04-18 14:20:30.834527,7,1.81,22.84
5936,JOO SENG,TOA PAYOH,RESTAURANT,42.23,extremely high,2025-04-18 14:20:30.872757,30,0.47,30.54
5937,JOO SENG,TOA PAYOH,SHOPPING,12.50,extremely high,2025-04-18 14:20:30.912463,7,1.81,23.52
5938,JOO SENG,TOA PAYOH,PERSONAL_CARE,90.94,extremely high,2025-04-18 14:20:30.957558,9,1.44,23.39
5939,JOO SENG,TOA PAYOH,SCHOOL,83.39,medium,2025-04-18 14:20:31.000669,2,4.82,30.65
5940,JOO SENG,TOA PAYOH,VEHICLE,86.81,extremely high,2025-04-18 14:20:31.039614,7,1.81,23.52
5941,JOO SENG,TOA PAYOH,SPORTS_COMPLEX,96.86,high,2025-04-18 14:20:31.0765,5,2.41,35.58
5942,CHIN BEE,JURONG WEST,ARTS,39.64,unknown,2025-04-18 14:20:31.11544,,0.00,33.75
5943,CHIN BEE,JURONG WEST,APPAREL,15.42,unknown,2025-04-18 14:20:31.155757,,0.00,6.92
5944,CHIN BEE,JURONG WEST,CAFE,62.63,unknown,2025-04-18 14:20:31.18984,,0.00,30.98
5945,CHIN BEE,JURONG WEST,CLUBS,2.03,unknown,2025-04-18 14:20:31.233343,,0.00,33.75
5946,CHIN BEE,JURONG WEST,DOCTOR,1.08,unknown,2025-04-18 14:20:31.271054,,0.00,6.92
5947,CHIN BEE,JURONG WEST,RESTAURANT,59.46,extremely low,2025-04-18 14:20:31.307424,1,0.00,0.0
5948,CHIN BEE,JURONG WEST,SHOPPING,53.98,unknown,2025-04-18 14:20:31.34917,,0.00,6.92
5949,CHIN BEE,JURONG WEST,PERSONAL_CARE,25.24,unknown,2025-04-18 14:20:31.385527,,0.00,6.92
5950,CHIN BEE,JURONG WEST,SCHOOL,74.74,unknown,2025-04-18 14:20:31.427503,,0.00,3.08
5951,CHIN BEE,JURONG WEST,VEHICLE,59.32,unknown,2025-04-18 14:20:31.469595,,0.00,6.92
5952,CHIN BEE,JURONG WEST,SPORTS_COMPLEX,48.51,unknown,2025-04-18 14:20:31.508259,,0.00,33.75
5953,LORONG 8 TOA PAYOH,TOA PAYOH,ARTS,31.11,unknown,2025-04-18 14:20:31.547736,,39.19,47.47
5954,LORONG 8 TOA PAYOH,TOA PAYOH,APPAREL,79.00,unknown,2025-04-18 14:20:31.586262,,39.19,35.43
5955,LORONG 8 TOA PAYOH,TOA PAYOH,CAFE,23.80,unknown,2025-04-18 14:20:31.622324,,39.19,44.7
5956,LORONG 8 TOA PAYOH,TOA PAYOH,CLUBS,80.38,unknown,2025-04-18 14:20:31.65726,,39.19,47.47
5957,LORONG 8 TOA PAYOH,TOA PAYOH,DOCTOR,77.45,unknown,2025-04-18 14:20:31.694102,,39.19,35.43
5958,LORONG 8 TOA PAYOH,TOA PAYOH,RESTAURANT,27.17,unknown,2025-04-18 14:20:31.733282,,39.19,31.62
5959,LORONG 8 TOA PAYOH,TOA PAYOH,SHOPPING,94.94,unknown,2025-04-18 14:20:31.772305,,39.19,35.43
5960,LORONG 8 TOA PAYOH,TOA PAYOH,PERSONAL_CARE,41.32,unknown,2025-04-18 14:20:31.811312,,39.19,35.43
5961,LORONG 8 TOA PAYOH,TOA PAYOH,SCHOOL,21.61,unknown,2025-04-18 14:20:31.850034,,39.19,31.59
5962,LORONG 8 TOA PAYOH,TOA PAYOH,VEHICLE,15.47,unknown,2025-04-18 14:20:31.892424,,39.19,35.43
5963,LORONG 8 TOA PAYOH,TOA PAYOH,SPORTS_COMPLEX,45.15,unknown,2025-04-18 14:20:31.928905,,39.19,47.47
5964,TOH GUAN,JURONG EAST,ARTS,35.01,unknown,2025-04-18 14:20:31.96725,,44.55,49.35
5965,TOH GUAN,JURONG EAST,APPAREL,91.19,extremely high,2025-04-18 14:20:32.015452,19,2.23,21.14
5966,TOH GUAN,JURONG EAST,CAFE,25.98,high,2025-04-18 14:20:32.054327,3,11.14,46.55
5967,TOH GUAN,JURONG EAST,CLUBS,6.13,low,2025-04-18 14:20:32.097129,1,22.27,44.25
5968,TOH GUAN,JURONG EAST,DOCTOR,40.83,unknown,2025-04-18 14:20:32.136058,,44.55,37.31
5969,TOH GUAN,JURONG EAST,RESTAURANT,28.56,extremely high,2025-04-18 14:20:32.172736,15,2.78,27.28
5970,TOH GUAN,JURONG EAST,SHOPPING,89.71,extremely high,2025-04-18 14:20:32.211085,5,7.42,22.96
5971,TOH GUAN,JURONG EAST,PERSONAL_CARE,7.78,medium,2025-04-18 14:20:32.250647,2,14.85,29.62
5972,TOH GUAN,JURONG EAST,SCHOOL,61.09,low,2025-04-18 14:20:32.290921,1,22.27,31.34
5973,TOH GUAN,JURONG EAST,VEHICLE,50.78,unknown,2025-04-18 14:20:32.336537,,44.55,37.31
5974,TOH GUAN,JURONG EAST,SPORTS_COMPLEX,21.27,low,2025-04-18 14:20:32.378881,1,22.27,44.25
5975,SIMEI,TAMPINES,ARTS,34.52,unknown,2025-04-18 14:20:32.417483,,29.52,44.08
5976,SIMEI,TAMPINES,APPAREL,4.20,extremely low,2025-04-18 14:20:32.451323,1,14.76,29.58
5977,SIMEI,TAMPINES,CAFE,63.00,medium,2025-04-18 14:20:32.486903,8,3.28,33.74
5978,SIMEI,TAMPINES,CLUBS,83.57,extremely low,2025-04-18 14:20:32.526241,1,14.76,41.62
5979,SIMEI,TAMPINES,DOCTOR,15.83,low,2025-04-18 14:20:32.566321,4,5.90,30.99
5980,SIMEI,TAMPINES,RESTAURANT,16.68,high,2025-04-18 14:20:32.605081,13,2.11,27.05
5981,SIMEI,TAMPINES,SHOPPING,91.04,medium,2025-04-18 14:20:32.648842,8,3.28,21.51
5982,SIMEI,TAMPINES,PERSONAL_CARE,9.64,low,2025-04-18 14:20:32.687383,4,5.90,30.99
5983,SIMEI,TAMPINES,SCHOOL,5.25,medium,2025-04-18 14:20:32.725289,6,4.22,20.01
5984,SIMEI,TAMPINES,VEHICLE,96.46,unknown,2025-04-18 14:20:32.767499,,29.52,32.05
5985,SIMEI,TAMPINES,SPORTS_COMPLEX,18.89,unknown,2025-04-18 14:20:32.801661,,29.52,44.08
5986,BOON LAY PLACE,JURONG WEST,ARTS,64.67,unknown,2025-04-18 14:20:32.836963,,60.74,55.01
5987,BOON LAY PLACE,JURONG WEST,APPAREL,57.58,unknown,2025-04-18 14:20:32.872391,,60.74,42.97
5988,BOON LAY PLACE,JURONG WEST,CAFE,89.13,unknown,2025-04-18 14:20:32.91085,,60.74,52.24
5989,BOON LAY PLACE,JURONG WEST,CLUBS,3.25,medium,2025-04-18 14:20:32.951365,2,20.25,43.54
5990,BOON LAY PLACE,JURONG WEST,DOCTOR,19.22,high,2025-04-18 14:20:32.986951,5,10.12,23.9
5991,BOON LAY PLACE,JURONG WEST,RESTAURANT,44.15,high,2025-04-18 14:20:33.023058,5,10.12,29.85
5992,BOON LAY PLACE,JURONG WEST,SHOPPING,82.93,high,2025-04-18 14:20:33.064749,3,15.18,35.59
5993,BOON LAY PLACE,JURONG WEST,PERSONAL_CARE,50.68,unknown,2025-04-18 14:20:33.100776,,60.74,42.97
5994,BOON LAY PLACE,JURONG WEST,SCHOOL,40.17,medium,2025-04-18 14:20:33.14047,2,20.25,30.63
5995,BOON LAY PLACE,JURONG WEST,VEHICLE,77.55,low,2025-04-18 14:20:33.182,1,30.37,35.05
5996,BOON LAY PLACE,JURONG WEST,SPORTS_COMPLEX,8.10,unknown,2025-04-18 14:20:33.223316,,60.74,55.01
5997,BUKIT BATOK EAST,BUKIT BATOK,ARTS,38.14,unknown,2025-04-18 14:20:33.268012,,64.45,68.47
5998,BUKIT BATOK EAST,BUKIT BATOK,APPAREL,17.66,unknown,2025-04-18 14:20:33.30416,,64.45,68.47
5999,BUKIT BATOK EAST,BUKIT BATOK,CAFE,77.32,unknown,2025-04-18 14:20:33.342196,,64.45,65.71
6000,BUKIT BATOK EAST,BUKIT BATOK,CLUBS,99.80,medium,2025-04-18 14:20:33.387542,1,32.23,59.9
6001,BUKIT BATOK EAST,BUKIT BATOK,DOCTOR,20.49,extremely high,2025-04-18 14:20:33.428435,5,10.74,48.32
6002,BUKIT BATOK EAST,BUKIT BATOK,RESTAURANT,22.50,extremely high,2025-04-18 14:20:33.477613,5,10.74,54.27
6003,BUKIT BATOK EAST,BUKIT BATOK,SHOPPING,94.07,extremely high,2025-04-18 14:20:33.517638,4,12.89,57.64
6004,BUKIT BATOK EAST,BUKIT BATOK,PERSONAL_CARE,55.05,unknown,2025-04-18 14:20:33.558836,,64.45,68.47
6005,BUKIT BATOK EAST,BUKIT BATOK,SCHOOL,85.76,unknown,2025-04-18 14:20:33.59623,,64.45,40.43
6006,BUKIT BATOK EAST,BUKIT BATOK,VEHICLE,66.33,unknown,2025-04-18 14:20:33.637766,,64.45,68.47
6007,BUKIT BATOK EAST,BUKIT BATOK,SPORTS_COMPLEX,44.85,unknown,2025-04-18 14:20:33.68727,,64.45,68.47
6008,BUKIT BATOK WEST,BUKIT BATOK,ARTS,66.76,unknown,2025-04-18 14:20:33.729808,,53.20,64.54
6009,BUKIT BATOK WEST,BUKIT BATOK,APPAREL,30.83,unknown,2025-04-18 14:20:33.765738,,53.20,64.54
6010,BUKIT BATOK WEST,BUKIT BATOK,CAFE,43.19,medium,2025-04-18 14:20:33.804763,1,26.60,61.11
6011,BUKIT BATOK WEST,BUKIT BATOK,CLUBS,28.64,medium,2025-04-18 14:20:33.840738,1,26.60,57.93
6012,BUKIT BATOK WEST,BUKIT BATOK,DOCTOR,34.46,medium,2025-04-18 14:20:33.879753,1,26.60,57.93
6013,BUKIT BATOK WEST,BUKIT BATOK,RESTAURANT,21.93,extremely high,2025-04-18 14:20:33.913391,5,8.87,53.62
6014,BUKIT BATOK WEST,BUKIT BATOK,SHOPPING,30.01,extremely high,2025-04-18 14:20:33.954794,4,10.64,56.85
6015,BUKIT BATOK WEST,BUKIT BATOK,PERSONAL_CARE,84.23,unknown,2025-04-18 14:20:34.003822,,53.20,64.54
6016,BUKIT BATOK WEST,BUKIT BATOK,SCHOOL,5.73,high,2025-04-18 14:20:34.049977,2,17.73,42.62
6017,BUKIT BATOK WEST,BUKIT BATOK,VEHICLE,19.99,unknown,2025-04-18 14:20:34.089216,,53.20,64.54
6018,BUKIT BATOK WEST,BUKIT BATOK,SPORTS_COMPLEX,58.24,unknown,2025-04-18 14:20:34.129973,,53.20,64.54
6019,BUKIT BATOK CENTRAL,BUKIT BATOK,ARTS,63.00,unknown,2025-04-18 14:20:34.166407,,64.59,56.36
6020,BUKIT BATOK CENTRAL,BUKIT BATOK,APPAREL,12.34,low,2025-04-18 14:20:34.208627,1,32.29,35.72
6021,BUKIT BATOK CENTRAL,BUKIT BATOK,CAFE,18.32,high,2025-04-18 14:20:34.246835,3,16.15,48.3
6022,BUKIT BATOK CENTRAL,BUKIT BATOK,CLUBS,24.37,low,2025-04-18 14:20:34.290227,1,32.29,47.76
6023,BUKIT BATOK CENTRAL,BUKIT BATOK,DOCTOR,83.28,low,2025-04-18 14:20:34.328688,1,32.29,35.72
6024,BUKIT BATOK CENTRAL,BUKIT BATOK,RESTAURANT,57.67,high,2025-04-18 14:20:34.378232,4,12.92,33.46
6025,BUKIT BATOK CENTRAL,BUKIT BATOK,SHOPPING,68.19,extremely high,2025-04-18 14:20:34.417328,7,8.07,23.19
6026,BUKIT BATOK CENTRAL,BUKIT BATOK,PERSONAL_CARE,0.21,medium,2025-04-18 14:20:34.453634,2,21.53,31.95
6027,BUKIT BATOK CENTRAL,BUKIT BATOK,SCHOOL,10.06,high,2025-04-18 14:20:34.494771,4,12.92,29.38
6028,BUKIT BATOK CENTRAL,BUKIT BATOK,VEHICLE,14.89,unknown,2025-04-18 14:20:34.542689,,64.59,44.32
6029,BUKIT BATOK CENTRAL,BUKIT BATOK,SPORTS_COMPLEX,64.01,unknown,2025-04-18 14:20:34.578482,,64.59,56.36
6030,UPPER PAYA LEBAR,SERANGOON,ARTS,62.77,unknown,2025-04-18 14:20:34.616923,,38.41,47.2
6031,UPPER PAYA LEBAR,SERANGOON,APPAREL,38.29,unknown,2025-04-18 14:20:34.65642,,38.41,35.16
6032,UPPER PAYA LEBAR,SERANGOON,CAFE,69.09,unknown,2025-04-18 14:20:34.694354,,38.41,44.43
6033,UPPER PAYA LEBAR,SERANGOON,CLUBS,31.09,unknown,2025-04-18 14:20:34.736835,,38.41,47.2
6034,UPPER PAYA LEBAR,SERANGOON,DOCTOR,77.38,medium,2025-04-18 14:20:34.777455,2,12.80,28.9
6035,UPPER PAYA LEBAR,SERANGOON,RESTAURANT,87.22,medium,2025-04-18 14:20:34.821425,2,12.80,24.66
6036,UPPER PAYA LEBAR,SERANGOON,SHOPPING,12.16,medium,2025-04-18 14:20:34.859765,2,12.80,28.9
6037,UPPER PAYA LEBAR,SERANGOON,PERSONAL_CARE,62.72,unknown,2025-04-18 14:20:34.90498,,38.41,35.16
6038,UPPER PAYA LEBAR,SERANGOON,SCHOOL,69.58,extremely high,2025-04-18 14:20:34.949157,6,5.49,30.27
6039,UPPER PAYA LEBAR,SERANGOON,VEHICLE,19.85,unknown,2025-04-18 14:20:34.985512,,38.41,35.16
6040,UPPER PAYA LEBAR,SERANGOON,SPORTS_COMPLEX,39.72,unknown,2025-04-18 14:20:35.024487,,38.41,47.2
6041,TAI SENG,HOUGANG,ARTS,34.00,unknown,2025-04-18 14:20:35.06652,,17.03,51.88
6042,TAI SENG,HOUGANG,APPAREL,52.45,extremely low,2025-04-18 14:20:35.106388,1,8.52,51.6
6043,TAI SENG,HOUGANG,CAFE,35.79,medium,2025-04-18 14:20:35.144455,5,2.84,45.75
6044,TAI SENG,HOUGANG,CLUBS,69.41,unknown,2025-04-18 14:20:35.182514,,17.03,51.88
6045,TAI SENG,HOUGANG,DOCTOR,50.54,extremely low,2025-04-18 14:20:35.220068,1,8.52,51.6
6046,TAI SENG,HOUGANG,RESTAURANT,81.68,extremely high,2025-04-18 14:20:35.258281,16,1.00,50.86
6047,TAI SENG,HOUGANG,SHOPPING,79.93,medium,2025-04-18 14:20:35.303966,3,4.26,55.97
6048,TAI SENG,HOUGANG,PERSONAL_CARE,48.86,medium,2025-04-18 14:20:35.346762,4,3.41,54.32
6049,TAI SENG,HOUGANG,SCHOOL,49.66,medium,2025-04-18 14:20:35.392662,4,3.41,50.25
6050,TAI SENG,HOUGANG,VEHICLE,51.85,extremely low,2025-04-18 14:20:35.43313,1,8.52,51.6
6051,TAI SENG,HOUGANG,SPORTS_COMPLEX,6.72,extremely low,2025-04-18 14:20:35.475186,1,8.52,51.6
6052,TENGEH,TUAS,ARTS,2.54,unknown,2025-04-18 14:20:35.515789,,0.00,33.75
6053,TENGEH,TUAS,APPAREL,71.98,unknown,2025-04-18 14:20:35.553708,,0.00,6.92
6054,TENGEH,TUAS,CAFE,19.31,unknown,2025-04-18 14:20:35.602893,,0.00,30.98
6055,TENGEH,TUAS,CLUBS,99.09,unknown,2025-04-18 14:20:35.65381,,0.00,33.75
6056,TENGEH,TUAS,DOCTOR,74.38,unknown,2025-04-18 14:20:35.695383,,0.00,6.92
6057,TENGEH,TUAS,RESTAURANT,99.86,unknown,2025-04-18 14:20:35.733194,,0.00,3.11
6058,TENGEH,TUAS,SHOPPING,12.02,unknown,2025-04-18 14:20:35.773222,,0.00,6.92
6059,TENGEH,TUAS,PERSONAL_CARE,36.62,unknown,2025-04-18 14:20:35.810944,,0.00,6.92
6060,TENGEH,TUAS,SCHOOL,33.54,unknown,2025-04-18 14:20:35.853259,,0.00,3.08
6061,TENGEH,TUAS,VEHICLE,71.33,unknown,2025-04-18 14:20:35.896707,,0.00,6.92
6062,TENGEH,TUAS,SPORTS_COMPLEX,16.77,unknown,2025-04-18 14:20:35.941282,,0.00,33.75
6063,YUHUA WEST,JURONG EAST,ARTS,58.24,unknown,2025-04-18 14:20:35.993815,,50.85,51.55
6064,YUHUA WEST,JURONG EAST,APPAREL,80.37,unknown,2025-04-18 14:20:36.03704,,50.85,39.51
6065,YUHUA WEST,JURONG EAST,CAFE,67.89,low,2025-04-18 14:20:36.079411,1,25.43,48.53
6066,YUHUA WEST,JURONG EAST,CLUBS,44.37,unknown,2025-04-18 14:20:36.1165,,50.85,51.55
6067,YUHUA WEST,JURONG EAST,DOCTOR,21.06,high,2025-04-18 14:20:36.157089,3,12.71,34.73
6068,YUHUA WEST,JURONG EAST,RESTAURANT,22.17,high,2025-04-18 14:20:36.202315,4,10.17,32.5
6069,YUHUA WEST,JURONG EAST,SHOPPING,33.55,low,2025-04-18 14:20:36.242331,1,25.43,33.32
6070,YUHUA WEST,JURONG EAST,PERSONAL_CARE,32.92,high,2025-04-18 14:20:36.285631,4,10.17,32.48
6071,YUHUA WEST,JURONG EAST,SCHOOL,5.49,medium,2025-04-18 14:20:36.326536,2,16.95,29.48
6072,YUHUA WEST,JURONG EAST,VEHICLE,55.86,low,2025-04-18 14:20:36.362392,1,25.43,33.32
6073,YUHUA WEST,JURONG EAST,SPORTS_COMPLEX,37.51,unknown,2025-04-18 14:20:36.401793,,50.85,51.55
6074,KANGKAR,HOUGANG,ARTS,58.21,unknown,2025-04-18 14:20:36.448413,,56.30,53.46
6075,KANGKAR,HOUGANG,APPAREL,59.43,unknown,2025-04-18 14:20:36.491943,,56.30,41.42
6076,KANGKAR,HOUGANG,CAFE,83.00,extremely high,2025-04-18 14:20:36.536877,7,7.04,35.06
6077,KANGKAR,HOUGANG,CLUBS,73.84,low,2025-04-18 14:20:36.583453,1,28.15,46.31
6078,KANGKAR,HOUGANG,DOCTOR,21.80,low,2025-04-18 14:20:36.624302,1,28.15,34.27
6079,KANGKAR,HOUGANG,RESTAURANT,10.21,extremely high,2025-04-18 14:20:36.661563,8,6.26,28.5
6080,KANGKAR,HOUGANG,SHOPPING,48.49,medium,2025-04-18 14:20:36.698375,2,18.77,30.99
6081,KANGKAR,HOUGANG,PERSONAL_CARE,33.12,medium,2025-04-18 14:20:36.736866,2,18.77,30.99
6082,KANGKAR,HOUGANG,SCHOOL,94.40,medium,2025-04-18 14:20:36.777062,2,18.77,30.12
6083,KANGKAR,HOUGANG,VEHICLE,39.62,unknown,2025-04-18 14:20:36.820402,,56.30,41.42
6084,KANGKAR,HOUGANG,SPORTS_COMPLEX,21.80,unknown,2025-04-18 14:20:36.857728,,56.30,53.46
6085,CHANGI WEST,CHANGI,ARTS,72.56,unknown,2025-04-18 14:20:36.901902,,0.42,33.9
6086,CHANGI WEST,CHANGI,APPAREL,19.96,unknown,2025-04-18 14:20:36.938252,,0.42,21.86
6087,CHANGI WEST,CHANGI,CAFE,13.34,unknown,2025-04-18 14:20:36.978842,,0.42,31.13
6088,CHANGI WEST,CHANGI,CLUBS,0.40,unknown,2025-04-18 14:20:37.023185,,0.42,33.9
6089,CHANGI WEST,CHANGI,DOCTOR,32.60,unknown,2025-04-18 14:20:37.061647,,0.42,21.86
6090,CHANGI WEST,CHANGI,RESTAURANT,60.94,extremely low,2025-04-18 14:20:37.101319,1,0.21,16.01
6091,CHANGI WEST,CHANGI,SHOPPING,31.11,unknown,2025-04-18 14:20:37.143699,,0.42,21.86
6092,CHANGI WEST,CHANGI,PERSONAL_CARE,39.51,unknown,2025-04-18 14:20:37.192253,,0.42,21.86
6093,CHANGI WEST,CHANGI,SCHOOL,97.65,unknown,2025-04-18 14:20:37.230406,,0.42,18.02
6094,CHANGI WEST,CHANGI,VEHICLE,40.20,extremely low,2025-04-18 14:20:37.279429,1,0.21,17.65
6095,CHANGI WEST,CHANGI,SPORTS_COMPLEX,36.55,extremely low,2025-04-18 14:20:37.325421,1,0.21,26.91
6096,BIDADARI,TOA PAYOH,ARTS,74.15,unknown,2025-04-18 14:20:37.380972,,0.00,33.75
6097,BIDADARI,TOA PAYOH,APPAREL,70.80,high,2025-04-18 14:20:37.419887,3,0.00,6.92
6098,BIDADARI,TOA PAYOH,CAFE,47.10,extremely high,2025-04-18 14:20:37.457711,8,0.00,28.97
6099,BIDADARI,TOA PAYOH,CLUBS,4.50,medium,2025-04-18 14:20:37.507275,1,0.00,26.84
6100,BIDADARI,TOA PAYOH,DOCTOR,12.97,medium,2025-04-18 14:20:37.55293,1,0.00,0.0
6101,BIDADARI,TOA PAYOH,RESTAURANT,84.06,extremely high,2025-04-18 14:20:37.594415,11,0.00,8.36
6102,BIDADARI,TOA PAYOH,SHOPPING,14.95,extremely high,2025-04-18 14:20:37.642309,5,0.00,1.51
6103,BIDADARI,TOA PAYOH,PERSONAL_CARE,46.82,high,2025-04-18 14:20:37.682971,2,0.00,0.0
6104,BIDADARI,TOA PAYOH,SCHOOL,17.81,high,2025-04-18 14:20:37.728078,2,0.00,0.03
6105,BIDADARI,TOA PAYOH,VEHICLE,70.10,unknown,2025-04-18 14:20:37.773558,,0.00,6.92
6106,BIDADARI,TOA PAYOH,SPORTS_COMPLEX,85.06,unknown,2025-04-18 14:20:37.812626,,0.00,33.75
6107,WOODLEIGH,TOA PAYOH,ARTS,18.44,unknown,2025-04-18 14:20:37.850663,,7.17,36.26
6108,WOODLEIGH,TOA PAYOH,APPAREL,4.73,unknown,2025-04-18 14:20:37.886317,,7.17,24.22
6109,WOODLEIGH,TOA PAYOH,CAFE,50.22,unknown,2025-04-18 14:20:37.924501,,7.17,33.49
6110,WOODLEIGH,TOA PAYOH,CLUBS,19.72,unknown,2025-04-18 14:20:37.964504,,7.17,36.26
6111,WOODLEIGH,TOA PAYOH,DOCTOR,30.88,unknown,2025-04-18 14:20:38.013965,,7.17,24.22
6112,WOODLEIGH,TOA PAYOH,RESTAURANT,22.28,low,2025-04-18 14:20:38.657086,1,3.58,20.43
6113,WOODLEIGH,TOA PAYOH,SHOPPING,55.50,unknown,2025-04-18 14:20:38.767615,,7.17,24.22
6114,WOODLEIGH,TOA PAYOH,PERSONAL_CARE,9.95,unknown,2025-04-18 14:20:38.803348,,7.17,24.22
6115,WOODLEIGH,TOA PAYOH,SCHOOL,33.64,medium,2025-04-18 14:20:38.839163,2,2.39,18.79
6116,WOODLEIGH,TOA PAYOH,VEHICLE,1.52,unknown,2025-04-18 14:20:38.880913,,7.17,24.22
6117,WOODLEIGH,TOA PAYOH,SPORTS_COMPLEX,14.05,unknown,2025-04-18 14:20:38.91432,,7.17,36.26
6118,TAMAN JURONG,JURONG WEST,ARTS,71.39,unknown,2025-04-18 14:20:38.962193,,46.55,50.05
6119,TAMAN JURONG,JURONG WEST,APPAREL,49.38,unknown,2025-04-18 14:20:38.99831,,46.55,38.01
6120,TAMAN JURONG,JURONG WEST,CAFE,75.30,unknown,2025-04-18 14:20:39.032276,,46.55,47.27
6121,TAMAN JURONG,JURONG WEST,CLUBS,34.89,extremely low,2025-04-18 14:20:39.067112,1,23.27,44.6
6122,TAMAN JURONG,JURONG WEST,DOCTOR,43.21,extremely high,2025-04-18 14:20:39.100171,12,3.58,21.62
6123,TAMAN JURONG,JURONG WEST,RESTAURANT,86.49,extremely high,2025-04-18 14:20:39.140227,14,3.10,27.4
6124,TAMAN JURONG,JURONG WEST,SHOPPING,36.65,high,2025-04-18 14:20:39.187744,5,7.76,23.08
6125,TAMAN JURONG,JURONG WEST,PERSONAL_CARE,30.00,medium,2025-04-18 14:20:39.218264,3,11.64,34.35
6126,TAMAN JURONG,JURONG WEST,SCHOOL,71.56,high,2025-04-18 14:20:39.250689,5,7.76,21.25
6127,TAMAN JURONG,JURONG WEST,VEHICLE,89.23,extremely low,2025-04-18 14:20:39.301262,1,23.27,32.56
6128,TAMAN JURONG,JURONG WEST,SPORTS_COMPLEX,38.53,unknown,2025-04-18 14:20:39.337387,,46.55,50.05
6129,LAKESIDE (LEISURE),JURONG EAST,ARTS,8.33,unknown,2025-04-18 14:20:39.38602,,,51.93
6130,LAKESIDE (LEISURE),JURONG EAST,APPAREL,65.18,unknown,2025-04-18 14:20:39.417437,,,10.64
6131,LAKESIDE (LEISURE),JURONG EAST,CAFE,56.78,unknown,2025-04-18 14:20:39.450006,3,,50.76
6132,LAKESIDE (LEISURE),JURONG EAST,CLUBS,3.09,unknown,2025-04-18 14:20:39.48539,,,51.93
6133,LAKESIDE (LEISURE),JURONG EAST,DOCTOR,30.17,unknown,2025-04-18 14:20:39.519934,,,10.64
6134,LAKESIDE (LEISURE),JURONG EAST,RESTAURANT,98.18,unknown,2025-04-18 14:20:39.557833,1,,0.0
6135,LAKESIDE (LEISURE),JURONG EAST,SHOPPING,4.79,unknown,2025-04-18 14:20:39.588633,,,10.64
6136,LAKESIDE (LEISURE),JURONG EAST,PERSONAL_CARE,97.40,unknown,2025-04-18 14:20:39.61951,,,10.64
6137,LAKESIDE (LEISURE),JURONG EAST,SCHOOL,4.39,unknown,2025-04-18 14:20:39.651013,,,4.74
6138,LAKESIDE (LEISURE),JURONG EAST,VEHICLE,32.04,unknown,2025-04-18 14:20:39.683631,,,10.64
6139,LAKESIDE (LEISURE),JURONG EAST,SPORTS_COMPLEX,45.66,unknown,2025-04-18 14:20:39.719248,,,51.93
6140,TOA PAYOH WEST,TOA PAYOH,ARTS,81.36,unknown,2025-04-18 14:20:39.750862,,26.91,43.17
6141,TOA PAYOH WEST,TOA PAYOH,APPAREL,12.35,unknown,2025-04-18 14:20:39.784709,,26.91,31.13
